sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,,,,
995,756,vuma,1,2,3.2,0.1,0.00737,,0.00277,,17-Apr-17,"leaf curling, double for area",,,,
996,756,vuma,1,3,2.3,0.1,0.00351,,0.00131,,17-Apr-17,"leaf curling, double for area",,,,
997,756,vuma,2,1,6.6,0.1,0.01666,,0.00547,,17-Apr-17,"leaf curling, double for area; H: 20; W1: 15; W2: 4",,,,
998,756,vuma,2,2,6,0.1,0.01457,,0.00515,,17-Apr-17,"leaf curling, double for area",,,,
999,756,vuma,2,3,5.8,0.1,0.01531,,0.00579,,17-Apr-17,"leaf curling, double for area",,,,
1000,756,vuma,3,1,4.6,0.1,0.01122,,0.00372,,17-Apr-17,"leaf curling, double for area; H: 38; W1: 18; W2: 9; 2 individuals",,,,
1001,756,vuma,3,2,4.8,0.1,0.01258,,0.0046,,17-Apr-17,"leaf curling, double for area",,,,
1002,756,vuma,3,3,4.6,0.1,0.01239,,0.00408,,17-Apr-17,"leaf curling, double for area",,,,
1003,756,vuma,4,1,5.2,0.1,0.01657,,0.00584,,17-Apr-17,"leaf curling, double for area; H: 22; W: 8; W2: 4",,,,
1004,756,vuma,4,2,3.7,0.1,0.00685,,0.00215,,17-Apr-17,"leaf curling, double for area",,,,
1005,756,vuma,4,3,5.6,0.1,0.01633,,0.00531,,17-Apr-17,leaf may not be curling - check scan,,,,
1006,756,vuma,5,1,3.2,0.1,0.00636,,0.00242,,17-Apr-17,"leaf curling, double for area; no leaves for all agb scan: H: 21; W1: 4; W2: 4",,,,
1007,756,vuma,5,2,2.5,0.1,0.00378,,0.00122,,17-Apr-17,"leaf may not be fully expanded - may need to exclude; leaf curling, double for area",,,,
1008,756,vuma,5,3,3.5,0.1,0.00792,,0.00271,,17-Apr-17,"leaf curling, double for area",,,,
1009,756,brma,1,1,3.2,0.3,0.00924,,0.00313,,17-Apr-17,only one leaf for all agb,,,,
1010,756,brma,1,2,2.6,0.2,0.00538,,0.00191,,17-Apr-17,H: 30, W1: 8, W2: 4,,
1011,756,brma,1,3,3.6,0.4,0.01541,,0.00489,,17-Apr-17,,,,,
1012,756,brma,2,1,2.5,0.3,0.00777,,0.00239,,17-Apr-17,no leaves for all leaves scan,,,,
1013,756,brma,2,2,2.5,0.4,0.01011,,0.00293,,17-Apr-17,H: 25, W1: 5, W2: 5,,
1014,756,brma,2,3,2.5,0.2,0.00675,,0.00227,,17-Apr-17,,,,,
1015,756,brma,3,1,4,0.4,0.01761,,0.00554,,17-Apr-17,H: 25, W1: 17, W2: 5,,
1016,756,brma,3,2,4.5,0.4,0.01898,,0.00578,,17-Apr-17,,,,,
1017,756,brma,3,3,4.5,0.5,0.216,,0.00604,,17-Apr-17,,,,,
1018,756,brma,4,1,4.8,0.4,0.01649,,0.00478,,17-Apr-17,H: 22, W1: 11, W2: 5,,
1019,756,brma,4,2,4,0.3,0.01196,,0.00371,,17-Apr-17,,,,,
1020,756,brma,4,3,4.5,0.4,0.01675,,0.00578,,17-Apr-17,,,,,
1021,756,homu,1,1,2.9,0.3,0.01227,,0.00378,,17-Apr-17,H: 9.5, W1: 8, W2: 6,,
1022,756,homu,1,2,2.1,0.4,0.00825,,0.00263,,17-Apr-17,,,,,
1023,756,homu,1,3,2.3,0.4,0.00992,,0.00303,,17-Apr-17,,,,,
1024,756,lowr,1,1,1.7,1.3,0.0391,0.00352,0.00715,,17-Apr-17,H: 9, W1: 9, W2: 8,,
1025,756,lowr,1,2,1.8,1.2,0.05837,0.00332,0.00999,,17-Apr-17,,,,,
1026,756,lowr,1,3,2,1.3,0.06293,0.00514,0.01111,,17-Apr-17,,,,,
1027,756,mica,1,1,1.5,0.4,0.00426,,0.00124,,17-Apr-17,H: 12, W1: 3, W2: 1,,
1028,756,mica,1,2,1.4,0.3,0.00368,,0.00102,,17-Apr-17,,,,,
1029,756,mica,1,3,1.4,0.4,0.00383,,0.00121,,17-Apr-17,,,,,
1030,756,mica,2,1,1.5,0.3,0.00453,,0.00139,,17-Apr-17,H: 15, W1: 2, W2: 1,,
1031,756,mica,2,2,1.6,0.3,0.00463,,0.0015,,17-Apr-17,,,,,
1032,756,mica,2,3,1.5,0.3,0.00444,,0.00141,,17-Apr-17,,,,,
1033,756,mica,3,1,1.2,0.3,0.00299,,0.00101,,17-Apr-17,H: 17, W1: 1, W2: 1,,
1034,756,mica,3,2,1.2,0.3,0.00338,,0.00117,,17-Apr-17,,,,,
1035,756,mica,3,3,1.3,0.3,0.00333,,0.00113,,17-Apr-17,,,,,
1036,756,mica,4,1,1.2,0.3,0.00282,,0.00087,,17-Apr-17,H: 14.5, W1: 1, W2: 1,,
1037,756,mica,4,2,1.3,0.3,0.00357,,0.00104,,17-Apr-17,,,,,
1038,756,mica,4,3,1.2,0.4,0.00362,,0.00121,,17-Apr-17,,,,,
1039,756,mica,5,1,1.2,0.3,0.00307,,0.00107,,17-Apr-17,H: 19, W1: 2, W2: 1,,
1040,756,mica,5,2,1,0.3,0.00264,,0.00095,,17-Apr-17,,,,,
1041,756,mica,5,3,1.2,0.3,0.00296,,0.001,,17-Apr-17,,,,,
1042,756,aghe,1,1,7.6,0.6,0.04074,,0.00738,,17-Apr-17,H: 18, W1: 8, W2: 4,,
1043,756,aghe,1,2,7.4,0.4,0.03631,,0.00667,,17-Apr-17,,,,,
1044,756,aghe,1,3,8.4,0.5,0.05013,,0.00843,,17-Apr-17,,,,,
1045,756,aghe,2,1,5,0.4,0.02527,,0.00523,,17-Apr-17,H: 17.5, W1: 6, W2: 3,,
1046,756,aghe,2,2,6,0.4,0.03508,,0.00614,,17-Apr-17,,,,,
1047,756,aghe,2,3,6.4,0.5,0.03635,,0.00662,,17-Apr-17,,,,,
1048,756,aghe,3,1,8.8,0.5,0.05661,,0.0098,,17-Apr-17,H: 19, W1: 5, W2: 3,,
1049,756,aghe,3,2,9.3,0.6,0.07315,,0.01135,,17-Apr-17,,,,,
1050,756,aghe,3,3,9,0.5,0.0602,,0.01057,,17-Apr-17,,,,,
1051,756,eupe,1,1,1.3,0.6,0.00978,,0.00335,,17-Apr-17,H: 6.5, W1: 3, W2: 3,,
1052,756,eupe,1,2,1.2,0.6,0.00865,,0.00318,,17-Apr-17,,,,,
1053,756,eupe,1,3,1.4,0.6,0.00864,,0.00266,,17-Apr-17,,,,,
1054,756,eupe,2,1,1.1,0.5,0.00478,,0.00197,,17-Apr-17,H: 8, W1: 1.5, W2: 1.5,,
1055,756,eupe,2,2,1,0.5,0.00529,,0.00205,,17-Apr-17,,,,,
1056,756,eupe,2,3,1.1,0.5,0.00509,,0.00199,,17-Apr-17,,,,,
1057,756,eupe,3,1,1.5,0.7,0.01091,,0.00397,,17-Apr-17,H: 8.5, W1: 4, W2: 4,,
1058,756,eupe,3,2,1.2,0.6,0.0089,,0.00346,,17-Apr-17,,,,,
1059,756,eupe,3,3,1.5,0.6,0.00997,,0.00331,,17-Apr-17,,,,,
1060,756,saco,1,1,0.9,0.6,0.01311,0.00312,0.00339,,17-Apr-17,H: 6, W1: 3, W2: 2,,
1061,756,saco,1,2,0.9,0.5,0.00873,0.00209,0.00231,,17-Apr-17,,,,,
1062,756,saco,1,3,0.7,0.5,0.00787,0.00188,0.00225,,17-Apr-17,,,,,
1063,756,saco,2,1,1,0.5,0.01149,0.00233,0.00337,,17-Apr-17,H: 4, W1: 1, W2: 2,,
1064,756,saco,2,2,0.5,0.3,0.00358,0.00033,0.00093,,17-Apr-17,"super tiny leaf, may exclude from analysis",,,,
1065,756,saco,2,3,1,0.5,0.01208,0.00241,0.00358,,17-Apr-17,,,,,
1066,756,amme,1,1,1.9,0.5,0.0244,,0.00548,,17-Apr-17,H: 18, W1: 3, W2: 3,,
1067,756,amme,1,2,1,0.2,0.00643,,0.00143,,17-Apr-17,,,,,
1068,756,amme,1,3,2.3,0.5,0.03021,,0.00625,,17-Apr-17,,,,,
1069,756,laca,1,1,1.7,0.3,0.00871,,0.00148,,17-Apr-17,H: 13, W1: 6, W2: 3,,
1070,756,laca,1,2,1.5,0.3,0.00707,,0.00116,,17-Apr-17,,,,,
1071,756,laca,1,3,1.6,0.3,0.00914,,0.00164,,17-Apr-17,,,,,
1072,756,laca,2,1,1.9,0.3,0.01303,,0.0022,,17-Apr-17,H: 14, W1: 9, W2: 5,,
1073,756,laca,2,2,1.3,0.2,0.00769,,0.00125,,17-Apr-17,,,,,
1074,756,laca,2,3,3.5,0.4,0.03868,,0.00657,,17-Apr-17,,,,,
1075,756,laca,3,1,1.5,0.2,0.00608,,0.00131,,17-Apr-17,H: 14, W1: 10, W2: 7,,
1076,756,laca,3,2,1.1,0.2,0.00396,,0.00087,,17-Apr-17,,,,,
1077,756,laca,3,3,1.3,0.2,0.00415,,0.00091,,17-Apr-17,,,,,
1078,756,laca,4,1,1,0.2,0.00462,,0.00078,,17-Apr-17,H: 17, W1: 6, W2: 3,,
1079,756,laca,4,2,1,0.2,0.00436,,0.00067,,17-Apr-17,,,,,
1080,756,laca,4,3,1,0.2,0.00394,,0.00063,,17-Apr-17,,,,,
1081,756,pler,1,1,6.4,0.3,0.05197,,0.01456,,17-Apr-17,H: 9.5, W1: 6.5, W2: 3,,
1082,756,pler,1,2,4.6,0.2,0.01969,,0.00609,,17-Apr-17,,,,,
1083,756,pler,1,3,5,0.3,0.02655,,0.00839,,17-Apr-17,,,,,
1084,756,pler,2,1,6.9,0.3,0.04024,,0.01118,,17-Apr-17,H: 13.5, W1: 7, W2: 5,,
1085,756,pler,2,2,7.2,0.3,0.05027,,0.01341,,17-Apr-17,,,,,
1086,756,pler,2,3,5.9,0.2,0.03314,,0.00824,,17-Apr-17,,,,,
1087,756,pler,3,1,6,0.3,0.03573,,0.00925,,17-Apr-17,H: 10, W1: 5, W2: 2,,
1088,756,pler,3,2,4.3,0.2,0.01673,,0.00528,,17-Apr-17,,,,,
1089,756,pler,3,3,5.6,0.2,0.02584,,0.00705,,17-Apr-17,,,,,
1090,756,pler,4,1,7.1,0.3,0.05152,,0.01393,,17-Apr-17,H: 14.5, W1: 6, W2: 3,,
1091,756,pler,4,2,6.6,0.2,0.02955,,0.00936,,17-Apr-17,,,,,
1092,756,pler,4,3,8.3,0.3,0.06789,,0.01884,,17-Apr-17,,,,,
1093,756,pler,5,1,6.4,0.3,0.04076,,0.01012,,17-Apr-17,H: 13, W1: 8, W2: 4,,
1094,756,pler,5,2,4.7,0.2,0.01972,,0.00547,,17-Apr-17,,,,,
1095,756,pler,5,3,5.8,0.3,0.03383,,0.0093,,17-Apr-17,,,,,
1096,751,lowr,1,1,2.2,2,0.12003,0.00591,0.0182,,18-Apr-17,,,,,
1097,751,lowr,1,2,2.1,1.9,0.11025,0.0065,0.01752,,18-Apr-17,,,,,
1098,751,lowr,1,3,1.8,1.1,0.04521,0.00525,0.00847,,18-Apr-17,,,,,
1099,751,lowr,2,1,1.7,1.2,0.03167,0.00117,0.00747,,18-Apr-17,,,,,
1100,751,lowr,2,2,1.5,1,0.02793,0.00249,0.0063,,18-Apr-17,,,,,
1101,751,lowr,2,3,1.1,0.9,0.01602,0.00153,0.00372,,18-Apr-17,,,,,
1102,751,lowr,3,1,1,0.8,0.0211,0.00123,0.00334,,18-Apr-17,,,,,
1103,751,lowr,3,2,1.2,1.1,0.03018,0.00128,0.00556,,18-Apr-17,,,,,
1104,751,lowr,3,3,0.9,0.7,0.01343,0.00041,0.00208,,18-Apr-17,,,,,
1105,751,lowr,4,1,1.5,1.1,0.03712,0.00199,0.00836,,18-Apr-17,,,,,
1106,751,lowr,4,2,1.5,1.3,0.03717,0.00241,0.008,,18-Apr-17,,,,,
1107,751,lowr,4,3,1.4,0.8,0.03027,0.00162,0.00625,,18-Apr-17,,,,,
1108,751,lowr,5,1,1,0.8,0.01347,0.00102,0.00237,,18-Apr-17,,,,,
1109,751,lowr,5,2,0.9,0.8,0.01158,0.00036,0.00198,,18-Apr-17,,,,,
1110,751,lowr,5,3,1,1,0.01556,0.00125,0.00274,,18-Apr-17,,,,,
1111,750,lowr,1,1,1.2,0.8,0.01952,0.0003,0.00434,,18-Apr-17,,,,,
1112,750,lowr,1,2,1,0.6,0.01293,0.00071,0.00295,,18-Apr-17,,,,,
1113,750,lowr,1,3,1.2,0.8,0.01659,0.00118,0.00396,,18-Apr-17,,,,,
1114,750,lowr,2,1,1.1,0.6,0.01872,0.00169,0.00405,,18-Apr-17,,,,,
1115,750,lowr,2,2,1.2,0.8,0.01904,0.00219,0.00426,,18-Apr-17,,,,,
1116,750,lowr,2,3,1.1,0.8,0.018,0.00189,0.00403,,18-Apr-17,,,,,
1117,750,saco,1,1,2,1.1,0.05959,0.01212,0.01318,0.00303,18-Apr-17,,,,,
1118,750,saco,1,2,2,1.3,0.06199,0.01482,0.01409,0.00327,18-Apr-17,,,,,
1119,750,saco,1,3,1.8,1.2,0.05445,0.00971,0.01231,0.00226,18-Apr-17,,,,,
1120,750,saco,2,1,2.5,1.3,0.07728,0.01358,0.01494,0.00275,18-Apr-17,,,,,
1121,750,saco,2,2,2.2,1.4,0.06137,0.01204,0.01311,0.00271,18-Apr-17,,,,,
1122,750,saco,2,3,2.3,1.2,0.05365,0.0142,0.01069,0.00273,18-Apr-17,,,,,
1123,750,saco,3,1,2.4,1.5,0.07139,0.01472,0.01761,0.00376,18-Apr-17,,,,,
1124,750,saco,3,2,2.3,1.5,0.07267,0.01365,0.01804,0.00335,18-Apr-17,,,,,
1125,750,saco,3,3,2.7,1.9,0.10404,0.02646,0.0248,0.00643,18-Apr-17,,,,,
1126,750,saco,4,1,2.2,1.4,0.05244,0.01444,0.01223,0.00307,18-Apr-17,,,,,
1127,750,saco,4,2,1.6,0.8,0.02499,0.00305,0.00614,0.00073,18-Apr-17,,,,,
1128,750,saco,4,3,1.6,0.8,0.01856,0.00303,0.00473,0.00072,18-Apr-17,,,,,
1129,750,saco,5,1,2.4,1.5,0.06609,0.01414,0.01539,0.00319,18-Apr-17,,,,,
1130,750,saco,5,2,2.4,1.4,0.06463,0.00932,0.0147,0.00202,18-Apr-17,,,,,
1131,750,saco,5,3,1.8,1.5,0.05904,0.01315,0.01342,0.00251,18-Apr-17,,,,,
1132,751,saco,1,1,2,1,0.03508,0.01151,0.01067,,18-Apr-17,,,,,
1133,751,saco,1,2,1.9,1.2,0.04074,0.01027,0.01145,,18-Apr-17,,,,,
1134,751,saco,1,3,1.8,1,0.03472,0.01059,0.0103,,18-Apr-17,,,,,
1135,751,saco,2,1,3,1,0.07211,0.01706,0.01654,,18-Apr-17,,,,,
1136,751,saco,2,2,NA,NA,NA,NA,NA,,18-Apr-17,,,,,
1137,751,saco,2,3,NA,NA,NA,NA,NA,,18-Apr-17,,,,,
1138,751,saco,3,1,2.5,1.6,0.07551,0.02233,0.02035,,18-Apr-17,,,,,
1139,751,saco,3,2,2.4,1.6,0.07113,0.02111,0.01996,,18-Apr-17,,,,,
1140,751,saco,3,3,2.6,1.8,0.08167,0.01397,0.02199,,18-Apr-17,,,,,
1141,751,saco,4,1,1,0.6,0.01487,0.00351,0.00421,,18-Apr-17,,,,,
1142,751,saco,4,2,1,0.5,0.01269,0.00311,0.00363,,18-Apr-17,,,,,
1143,751,saco,4,3,0.8,0.6,0.0091,0.00126,0.00236,,18-Apr-17,,,,,
1144,751,saco,5,1,1,0.6,0.01659,0.00216,0.00395,,18-Apr-17,,,,,
1145,751,saco,5,2,1,0.5,0.01188,0.00261,0.00297,,18-Apr-17,,,,,
1146,751,saco,5,3,1,0.6,0.0151,0.00278,0.00372,,18-Apr-17,,,,,
1147,751,eupe,1,1,1.2,0.5,0.00511,,0.00173,,18-Apr-17,,,,,
1148,751,eupe,1,2,1.2,0.5,0.00506,,0.00159,,18-Apr-17,,,,,
1149,751,eupe,1,3,1.2,0.5,0.00486,,0.00164,,18-Apr-17,,,,,
1150,751,eupe,2,1,0.9,0.7,0.00333,,0.0011,,18-Apr-17,,,,,
1151,751,eupe,2,2,0.9,0.4,0.00322,,0.00116,,18-Apr-17,,,,,
1152,751,eupe,2,3,0.9,0.4,0.00297,,0.00079,,18-Apr-17,,,,,
1153,751,eupe,3,1,1.3,0.5,0.00568,,0.00178,,18-Apr-17,,,,,
1154,751,eupe,3,2,1.1,0.5,0.0052,,0.00184,,18-Apr-17,,,,,
1155,751,eupe,3,3,1.2,0.5,0.00535,,0.00176,,18-Apr-17,,,,,
1156,751,eupe,4,1,1.4,0.5,0.00623,,0.00159,,18-Apr-17,,,,,
1157,751,eupe,4,2,1.2,0.5,0.00625,,0.00193,,18-Apr-17,,,,,
1158,751,eupe,4,3,1.5,0.6,0.00677,,0.00195,,18-Apr-17,,,,,
1159,751,eupe,5,1,1.1,0.5,0.00458,,0.00173,,18-Apr-17,,,,,
1160,751,eupe,5,2,1.1,0.5,0.00453,,0.00148,,18-Apr-17,,,,,
1161,751,eupe,5,3,1.1,0.5,0.00426,,0.0015,,18-Apr-17,,,,,
1162,750,homu,1,1,2.1,0.4,0.00827,,0.00236,,18-Apr-17,,,,,
1163,750,homu,1,2,2.6,0.4,0.01115,,0.00287,,18-Apr-17,,,,,
1164,750,homu,1,3,2,0.3,0.00706,,0.0018,,18-Apr-17,,,,,
1165,750,homu,2,1,2.2,0.3,0.00936,,0.00248,,18-Apr-17,,,,,
1166,750,homu,2,2,2.4,0.3,0.00911,,0.00253,,18-Apr-17,,,,,
1167,750,homu,2,3,1.6,0.4,0.00589,,0.00171,,18-Apr-17,,,,,
1168,751,homu,1,1,2.5,0.3,0.00961,,0.00289,,18-Apr-17,,,,,
1169,751,homu,1,2,2,0.4,0.00728,,0.00209,,18-Apr-17,,,,,
1170,751,homu,1,3,1.7,0.4,0.00672,,0.00212,,18-Apr-17,,,,,
1171,751,homu,2,1,2.1,0.3,0.00742,,0.00205,,18-Apr-17,,,,,
1172,751,homu,2,2,1.9,0.3,0.00587,,0.00168,,18-Apr-17,,,,,
1173,751,homu,2,3,1.9,0.3,0.00638,,0.00239,,18-Apr-17,,,,,
1174,751,homu,3,1,2.9,0.4,0.01358,,0.0037,,18-Apr-17,,,,,
1175,751,homu,3,2,2.5,0.4,0.01002,,0.00293,,18-Apr-17,,,,,
1176,751,homu,3,3,2.4,0.3,0.00863,,0.00246,,18-Apr-17,,,,,
1177,751,homu,4,1,3.4,0.4,0.01441,,0.00426,,18-Apr-17,,,,,
1178,751,homu,4,2,3.4,0.4,0.01533,,0.00469,,18-Apr-17,,,,,
1179,751,homu,4,3,2.6,0.5,0.01054,,0.00342,,18-Apr-17,,,,,
1180,751,homu,5,1,2.9,0.3,0.00844,,0.00226,,18-Apr-17,,,,,
1181,751,homu,5,2,2.7,0.5,0.01178,,0.00328,,18-Apr-17,,,,,
1182,751,homu,5,3,2.4,0.4,0.00676,,0.00176,,18-Apr-17,,,,,
1183,751,vuma,1,1,5,0.2,0.01218,,0.00423,,18-Apr-17,,,,,
1184,751,vuma,1,2,2.7,0.2,0.00449,,0.0016,,18-Apr-17,,,,,
1185,751,vuma,1,3,4.4,0.3,0.01749,,0.0059,,18-Apr-17,,,,,
1186,751,vuma,2,1,4,0.2,0.00724,,0.00257,,18-Apr-17,,,,,
1187,751,vuma,2,2,3.4,0.2,0.00623,,0.0024,,18-Apr-17,,,,,
1188,751,vuma,2,3,NA,NA,NA,,NA,,18-Apr-17,,,,,
1189,751,vuma,3,1,2.8,0.1,0.00439,,0.00165,,18-Apr-17,,,,,
1190,751,vuma,3,2,2.4,0.4,0.00312,,0.00103,,18-Apr-17,,,,,
1191,751,vuma,3,3,NA,NA,NA,,NA,,18-Apr-17,,,,,
1192,751,vuma,4,1,3.2,0.1,0.00491,,0.00188,,18-Apr-17,,,,,
1193,751,vuma,4,2,1.8,0.1,0.00155,,0.00058,,18-Apr-17,,,,,
1194,751,vuma,4,3,1.4,0.1,0.00115,,0.00046,,18-Apr-17,,,,,
1195,751,vuma,5,1,3.4,0.2,0.00714,,0.00268,,18-Apr-17,,,,,
1196,751,vuma,5,2,3.9,0.2,0.00767,,0.00265,,18-Apr-17,,,,,
1197,751,vuma,5,3,2.5,0.1,0.00332,,0.00112,,18-Apr-17,,,,,
1198,751,chgl,1,1,2.5,0.8,0.05096,,0.00558,,18-Apr-17,,,,,
1199,751,chgl,1,2,3.9,1,0.09783,,0.01415,,18-Apr-17,,,,,
1200,751,chgl,1,3,3.1,0.9,0.06713,,0.01003,,18-Apr-17,,,,,
1201,751,chgl,2,1,3,0.8,0.06173,,0.0104,,18-Apr-17,,,,,
1202,751,chgl,2,2,2.7,0.6,0.04735,,0.00875,,18-Apr-17,,,,,
1203,751,chgl,2,3,3,0.8,0.06249,,0.01018,,18-Apr-17,,,,,
1204,751,chgl,3,1,3.5,0.8,0.08342,,0.01127,,18-Apr-17,,,,,
1205,751,chgl,3,2,3.8,1.1,0.10192,,0.01347,,18-Apr-17,,,,,
1206,751,chgl,3,3,3.5,0.9,0.08005,,0.00965,,18-Apr-17,,,,,
1207,751,chgl,4,1,3,0.6,0.02904,,0.0042,,18-Apr-17,,,,,
1208,751,chgl,4,2,2.8,0.6,0.02878,,0.00443,,18-Apr-17,,,,,
1209,751,chgl,4,3,2.7,0.5,0.02555,,0.00419,,18-Apr-17,,,,,
1210,751,chgl,5,1,2.5,0.7,0.03564,,0.0067,,18-Apr-17,,,,,
1211,751,chgl,5,2,2.3,0.5,0.03181,,0.00615,,18-Apr-17,,,,,
1212,751,chgl,5,3,2.6,0.7,0.03649,,0.00673,,18-Apr-17,,,,,
1213,750,chgl,1,1,3.5,2.5,0.04859,,0.0051,0.00103,18-Apr-17,,,,,
1214,750,chgl,1,2,2.4,0.6,0.03695,,0.00425,0.00094,18-Apr-17,,,,,
1215,750,chgl,1,3,2.3,0.6,0.03517,,0.00468,0.00093,18-Apr-17,,,,,
1216,750,chgl,2,1,2.5,0.8,0.04612,,0.00538,0.00127,18-Apr-17,,,,,
1217,750,chgl,2,2,2.5,0.9,0.05387,,0.00543,0.00141,18-Apr-17,,,,,
1218,750,chgl,2,3,2.5,0.7,0.04211,,0.00382,0.00142,18-Apr-17,,,,,
1219,750,chgl,3,1,2.2,0.6,0.03486,,0.00348,0.00088,18-Apr-17,,,,,
1220,750,chgl,3,2,2.5,0.8,0.03834,,0.00377,0.00109,18-Apr-17,,,,,
1221,750,chgl,3,3,2.4,0.6,0.03808,,0.00424,0.00085,18-Apr-17,,,,,
1222,750,chgl,4,1,3.3,1,0.06961,,0.00796,0.00226,18-Apr-17,,,,,
1223,750,chgl,4,2,2.6,0.6,0.02956,,0.0032,0.00092,18-Apr-17,,,,,
1224,750,chgl,4,3,2.5,1,0.0396,,0.00474,0.00106,18-Apr-17,,,,,
1225,750,chgl,5,1,3.5,1,0.07211,,0.00835,0.00167,18-Apr-17,,,,,
1226,750,chgl,5,2,4,1,0.09696,,0.01149,0.00267,18-Apr-17,,,,,
1227,750,chgl,5,3,3.5,1,0.08391,,0.01064,0.00186,18-Apr-17,,,,,
1228,751,aghe,1,1,9.8,0.6,0.05903,,0.00922,,18-Apr-17,,,,,
1229,751,aghe,1,2,8.2,0.5,0.05284,,0.00794,,18-Apr-17,,,,,
1230,751,aghe,1,3,5.8,0.6,0.02331,,0.00369,,18-Apr-17,,,,,
1231,751,aghe,2,1,6.4,0.3,0.02507,,0.00396,,18-Apr-17,,,,,
1232,751,aghe,2,2,5.3,0.2,0.01708,,0.00277,,18-Apr-17,,,,,
1233,751,aghe,2,3,3.4,0.2,0.00762,,0.00126,,18-Apr-17,,,,,
1234,751,aghe,3,1,6,0.2,0.02432,,0.00395,,18-Apr-17,,,,,
1235,751,aghe,3,2,6,0.2,0.02215,,0.00402,,18-Apr-17,,,,,
1236,751,aghe,3,3,5.6,0.2,0.02077,,0.00332,,18-Apr-17,,,,,
1237,751,aghe,4,1,6.6,0.3,0.02754,,0.00446,,18-Apr-17,,,,,
1238,751,aghe,4,2,6.6,0.3,0.02493,,0.00424,,18-Apr-17,,,,,
1239,751,aghe,4,3,5.8,0.3,0.02276,,0.00373,,18-Apr-17,,,,,
1240,751,aghe,5,1,8.1,1.4,0.06383,,0.01172,,18-Apr-17,,,,,
1241,751,aghe,5,2,7.9,1,0.05373,,0.00872,,18-Apr-17,,,,,
1242,751,aghe,5,3,9,1.2,0.07616,,0.01379,,18-Apr-17,,,,,
1243,750,pler,1,1,5.9,0.2,0.01974,,0.0045,,18-Apr-17,,,,,
1244,750,pler,1,2,5.9,0.2,0.02416,,0.00508,,18-Apr-17,,,,,
1245,750,pler,1,3,6.5,0.2,0.02371,,0.0053,,18-Apr-17,,,,,
1246,750,pler,2,1,6.2,0.3,0.02893,,0.00613,,18-Apr-17,,,,,
1247,750,pler,2,2,5.1,0.3,0.02755,,0.00587,,18-Apr-17,,,,,
1248,750,pler,2,3,2.7,0.2,0.01155,,0.00237,,18-Apr-17,,,,,
1249,750,pler,3,1,6.9,0.2,0.03364,,0.00728,,18-Apr-17,,,,,
1250,750,pler,3,2,5.8,0.3,0.02645,,0.00571,,18-Apr-17,,,,,
1251,750,pler,3,3,5,0.2,0.01972,,0.00384,,18-Apr-17,,,,,
1252,750,pler,4,1,5.3,0.3,0.02503,,0.00533,,18-Apr-17,,,,,
1253,750,pler,4,2,5.7,0.3,0.02512,,0.00557,,18-Apr-17,,,,,
1254,750,pler,4,3,3.6,0.2,0.00995,,0.00255,,18-Apr-17,,,,,
1255,750,pler,5,1,5,0.2,0.01493,,0.00372,,18-Apr-17,,,,,
1256,750,pler,5,2,4.3,0.1,0.01144,,0.00289,,18-Apr-17,,,,,
1257,750,pler,5,3,4,0.1,0.01073,,0.00245,,18-Apr-17,,,,,
1258,751,pler,1,1,5,0.2,0.01893,,0.00432,,18-Apr-17,,,,,
1259,751,pler,1,2,6,0.2,0.02298,,0.0052,,18-Apr-17,,,,,
1260,751,pler,1,3,6,0.3,0.0251,,0.00596,,18-Apr-17,,,,,
1261,751,pler,2,1,5.3,0.2,0.02194,,0.00525,,18-Apr-17,,,,,
1262,751,pler,2,2,5,0.2,0.02117,,0.00513,,18-Apr-17,,,,,
1263,751,pler,2,3,5,0.2,0.0206,,0.00493,,18-Apr-17,,,,,
1264,751,pler,3,1,5.4,0.3,0.02309,,0.0052,,18-Apr-17,,,,,
1265,751,pler,3,2,5.1,0.3,0.022,,0.00516,,18-Apr-17,,,,,
1266,751,pler,3,3,5.3,0.2,0.02241,,0.00513,,18-Apr-17,,,,,
1267,751,pler,4,1,6.4,0.3,0.02755,,0.00638,,18-Apr-17,,,,,
1268,751,pler,4,2,6.2,0.2,0.02571,,0.00572,,18-Apr-17,,,,,
1269,751,pler,4,3,5.8,0.2,0.02403,,0.00528,,18-Apr-17,,,,,
1270,751,pler,5,1,6.3,0.2,0.02952,,0.00762,,18-Apr-17,,,,,
1271,751,pler,5,2,6.1,0.2,0.02691,,0.00679,,18-Apr-17,,,,,
1272,751,pler,5,3,6.1,0.2,0.02805,,0.00732,,18-Apr-17,,,,,
1273,754,homu,1,1,5,0.3,0.0235,,0.00554,,19-Apr-17,,,,,
1274,754,homu,1,2,3.5,0.3,0.01396,,0.00323,,19-Apr-17,,,,,
1275,754,homu,1,3,3.5,0.4,0.01318,,0.00301,,19-Apr-17,,,,,
1276,754,homu,2,1,4.7,0.5,0.02672,,0.00725,,19-Apr-17,,,,,
1277,754,homu,2,2,4.9,0.5,0.02727,,0.00758,,19-Apr-17,,,,,
1278,754,homu,2,3,5.6,0.5,0.0282,,0.00764,,19-Apr-17,,,,,
1279,754,homu,3,1,7.1,0.3,0.03885,,0.00916,,19-Apr-17,"may have switched p3, p4, p5- don't do individual level trait coordination work with this set",,,,
